순번,ID,제품군,세부 유형,브랜드,정확한 제품명,현재 판정,완제품 제조국,국내 판매 상태,대상 월령,월령 근거,KC 대상 여부,KC 인증번호,확인 플랫폼,확인일,판정·검증 사유,출처 URL,데이터 품질,누적 이력,대시보드 그룹,적용 안전제도,규제 기준 메모,사용자 판정명,재검증 상태,KC 인증상태,KC 인증일자,KC 인증변경일자,KC 인증변경사유,KC 인증구분,KC 인증기관,Safety Korea 상세 URL,KC 품목명,KC 모델명,KC 제조사,KC 수입업체,연관 인증번호,duplicateOf,canonicalProductId
341,MASTER-0145,이유식·식기,흡착볼,티지엠,실리콘 조가비 흡착볼 뚜껑 합본팩,보류,미확인 ❓,구매 기능 확인 불가,확인 중,과거 누적 공식 월령 재검증 필요,KC 비대상,,과거 누적 Master DB,2026-09-02,2026-09-02 개별 판매 페이지에서 구매 기능 확인 불가 표식을 확인했으나 공식 판매 종료·단종 근거를 추가 검증할 때까지 보류한다. https://fallcent.com/product/wVVPHYAxcMd8H0YsovRjDSKyzimBtnTb/,"https://fallcent.com/product/wVVPHYAxcMd8H0YsovRjDSKyzimBtnTb/
https://www.wrapuppro.com/partner/view/srch_5xFRlzBDFPr1ibE
https://fallcent.com/product/ZVKEfL6cu2XPea9AnCMkF7x3DfRVTQUz/",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,흡착볼,식품위생법 · 식품용 기구 및 용기·포장 기준 확인,식품과 직접 접촉하는 제품은 식품용 기구·용기·포장 기준을 우선 확인하고 완구 기능 등 별도 어린이제품 요건은 제품별 병행 확인,추가 확인 중,구매 기능 확인 불가 · 공식 근거 추가 확인 필요,KC 비대상,,,,,,,,,,,,,MASTER-0145
342,MASTER-0146,위생·기저귀,기저귀,보솜이,NEW 리얼코튼 오가니크 밴드,보류,미확인 ❓,현재 구매 불가,확인 중,과거 누적 조사 파일에서 복원 · 공식 월령 재검증 필요,위생용품관리법 관리 대상,KC 번호 대신 위생용품 법정관리 정보 확인,과거 누적 Master DB,2026-09-02,2026-09-02 개별 판매 페이지에서 현재 구매 불가 표식을 확인했으나 공식 판매 종료·단종 근거를 추가 검증할 때까지 보류한다. https://nurimarket.co.kr/shop/item.php?it_id=1768458352,"https://nurimarket.co.kr/shop/item.php?it_id=1768458352
https://www.asiae.co.kr/article/2025070809183851018
https://www.segye.com/newsView/20250708514334
https://www.newsis.com/view/NISX20250708_0003242961
https://prlink.co.kr/newsroom/97152/",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,기저귀,위생용품관리법 · 일회용 기저귀 기준·규격 및 품목제조보고 확인,2018년 4월 19일부터 어린이제품 KC 대상에서 삭제되어 위생용품 기준·규격과 품목제조보고로 관리,추가 확인 중,현재 구매 불가 · 공식 근거 추가 확인 필요,확인 필요,,,,,,https://www.safetykorea.kr/release/certificationsearch,,상품페이지 참고,상품페이지 참고,,,,MASTER-0146
343,MASTER-0147,위생·기저귀,기저귀,보솜이,NEW 리얼코튼 오가니크 팬티,보류,미확인 ❓,현재 구매 가능,0개월 이상,공식 판매 페이지: 신생아,위생용품관리법 관리 대상,KC 번호 대신 위생용품 법정관리 정보 확인,과거 누적 Master DB,2026-09-02,"2026-09-02 구매 가능한 개별 판매 페이지와 연령 근거는 확인했다. 이 제품군에는 어린이제품 KC 번호를 일괄 적용하지 않고, 해당 법령의 제조국·제조사/수입사·안전제도 공식 근거를 추가 확인할 때까지 보류한다. https://bebe-box.co.kr/shop/list.php?ca_id=p090","https://bebe-box.co.kr/shop/list.php?ca_id=p090
https://theoryelecti9273.tistory.com/entry/17kg-%EC%9A%B0%EB%A6%AC-%EC%95%84%EC%9D%B4-%EA%BF%80%EC%9E%A0-%EB%B3%B4%EC%9E%A5-%EB%B3%B4%EC%86%9C%EC%9D%B4-%EC%98%A4%EA%B0%80%EB%8B%89-%ED%8C%AC%ED%8B%B0-%EA%B8%B0%EC%A0%80%EA%B7%80-%EB%84%89%EB%84%89%ED%95%9C-%EC%82%AC%EC%9D%B4%EC%A6%88-%EC%9E%A5%EB%8B%A8%EC%A0%90-%EB%B6%84%EC%84%9D
https://kr.pinterest.com/pin/351703052170574111/
https://www.segye.com/newsView/20250708514334
https://bizmark.co.kr/household-goods/%EB%B3%B4%EC%86%9C%EC%9D%B4-%EC%99%84%EC%A0%84%EB%8C%80%EB%B0%95-%EA%BF%80%ED%85%9C/
https://view.asiae.co.kr/article/2025070809183851018
https://www.newsis.com/view/NISX20250708_0003242961",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,기저귀,위생용품관리법 · 일회용 기저귀 기준·규격 및 품목제조보고 확인,2018년 4월 19일부터 어린이제품 KC 대상에서 삭제되어 위생용품 기준·규격과 품목제조보고로 관리,추가 확인 중,법령별 비KC 공식 근거 추가 확인 필요,인증번호 확인 중,,,,,,https://www.safetykorea.kr/release/certificationsearch,,미확인,미확인,,,,MASTER-0147
344,MASTER-0148,위생·기저귀,기저귀,보솜이,소프티소프트 팬티,보류,미확인 ❓,현재 구매 가능,확인 중,0~35개월 공식 연령 근거 없음,위생용품관리법 관리 대상,KC 번호 대신 위생용품 법정관리 정보 확인,과거 누적 Master DB,2026-09-02,2026-09-02 판매 페이지의 구매 가능 상태는 확인했으나 0~35개월 사용 근거를 확보하지 못해 보류한다. https://www.bosomimall.co.kr/goods/goods_list.php?cateCd=001,"https://www.bosomimall.co.kr/goods/goods_list.php?cateCd=001
https://www.enuri.com/detail.jsp?modelno=147086270
https://bebe-box.co.kr/shop/list.php?ca_id=p090
https://ive.co.kr/hotdeals/2868
https://prod.danawa.com/info/?pcode=122637929",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,기저귀,위생용품관리법 · 일회용 기저귀 기준·규격 및 품목제조보고 확인,2018년 4월 19일부터 어린이제품 KC 대상에서 삭제되어 위생용품 기준·규격과 품목제조보고로 관리,추가 확인 중,0~35개월 공식 연령 근거 추가 확인 필요,확인 필요,,,,,,https://www.safetykorea.kr/release/certificationsearch,,판매가,깨끗한나라,,,,MASTER-0148
345,MASTER-0149,위생·기저귀,기저귀,슈퍼대디,리얼소프트 밴드형 30매 4팩,보류,미확인 ❓,현재 구매 불가,확인 중,과거 누적 조사 파일에서 복원 · 공식 월령 재검증 필요,위생용품관리법 관리 대상,KC 번호 대신 위생용품 법정관리 정보 확인,과거 누적 Master DB,2026-09-02,2026-09-02 개별 판매 페이지에서 현재 구매 불가 표식을 확인했으나 공식 판매 종료·단종 근거를 추가 검증할 때까지 보류한다. https://kidikidi.elandmall.co.kr/i/item?itemNo=2211554982,"https://kidikidi.elandmall.co.kr/i/item?itemNo=2211554982
https://isclick.com/shopping/42218",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,기저귀,위생용품관리법 · 일회용 기저귀 기준·규격 및 품목제조보고 확인,2018년 4월 19일부터 어린이제품 KC 대상에서 삭제되어 위생용품 기준·규격과 품목제조보고로 관리,추가 확인 중,현재 구매 불가 · 공식 근거 추가 확인 필요,인증번호 확인 중,,,,,,https://www.safetykorea.kr/release/certificationsearch,,미확인,미확인,,,,MASTER-0149
346,MASTER-0150,위생·기저귀,기저귀,킨도,프리미엄 뉴오슬림 에어 팬티형 4단계 36매,보류,미확인 ❓,현재 구매 가능,확인 중,0~35개월 공식 연령 근거 없음,위생용품관리법 관리 대상,KC 번호 대신 위생용품 법정관리 정보 확인,과거 누적 Master DB,2026-09-02,2026-09-02 판매 페이지의 구매 가능 상태는 확인했으나 0~35개월 사용 근거를 확보하지 못해 보류한다. https://onnurichance.com/?pn=product.view&pcode=A5530-A2347-Q1347,"https://onnurichance.com/?pn=product.view&pcode=A5530-A2347-Q1347
https://cafe.dkevent.kr/%ED%82%A8%EB%8F%84%EC%98%A4%EC%8A%AC%EB%A6%BC4%EB%8B%A8%EA%B3%84-%EC%B6%94%EC%B2%9C-2024%EB%85%84-top10-%EC%9D%B8%EA%B8%B0%EC%88%9C%EC%9C%84-%EA%B0%80%EA%B2%A9%EB%B9%84%EA%B5%90/
https://www.kindoh.co.kr/product/1%EB%B0%95%EC%8A%A4-%ED%82%A8%EB%8F%84-%EC%98%A4%EC%8A%AC%EB%A6%BC-%EC%97%90%EC%96%B4-%ED%8C%AC%ED%8B%B0%ED%98%95-%EA%B8%B0%EC%A0%80%EA%B7%80-4%EB%8B%A8%EA%B3%84/491/category/107/display/1/
https://www.kurly.com/goods/1000208147",추가 확인 필요,2026-08-04 원본 압축 DB 복원 · 포함 판정 유지 | 2026-08-04 전 제품 KC 근거 정책 적용 · 포함 → 보류 · Safety Korea 동일 모델 재검증 시작,기저귀,위생용품관리법 · 일회용 기저귀 기준·규격 및 품목제조보고 확인,2018년 4월 19일부터 어린이제품 KC 대상에서 삭제되어 위생용품 기준·규격과 품목제조보고로 관리,추가 확인 중,0~35개월 공식 연령 근거 추가 확인 필요,인증번호 확인 중,,,,,,https://www.safetykorea.kr/release/certificationsearch,,미확인,미확인,,,,MASTER-0150
347,MASTER-0151,위생·기저귀,기저귀,하기스,NEW 보송보송 팬티형 4단계 224매,보류,미확인 ❓,현재 구매 가능,확인 중,0~35개월 공식 연령 근거 없음,위생용품관리법 관리 대상,KC 번호 대신 위생용품 법정관리 정보 확인,과거 누적 Master DB,2026-09-02,2026-09-02 판매 페이지의 구매 가능 상태는 확인했으나 0~35개월 사용 근거를 확보하지 못해 보류한다. https://momiliter.co.kr/shop/item.php?it_id=1713341022,"https://momiliter.co.kr/shop/item.php?it_id=1713341022
https://www.daangn.com/kr/buy-sell/%ED%95%98%EA%B8%B0%EC%8A%A4-%EB%B3%B4%EC%86%A1%EB%B3%B4%EC%86%A1-%ED%8C%AC%ED%8B%B0-4%EB%8B%A8%EA%B3%84-%EA%B8%B0%EC%A0%80%EA%B7%80-7otoj9nkfku4/?in=%EC%86%A1%EB%8F%841%EB%8F%99-887
https://cafe.dkevent.kr/%ED%95%98%EA%B8%B0%EC%8A%A4%EA%B8%B0%EC%A0%80%EA%B7%804%EB%8B%A8%EA%B3%84-%EC%B6%94%EC%B2%9C-%EC%88%9C%EC%9C%84-top-10-%EA%B0%80%EA%B2%A9-%EB%B9%84%EA%B5%90-%ED%9B%84%EA%B8%B0-%EC%A0%95%EB%A6%AC/
https://gmautoworld.co.kr/picks/17908/
https://pusandate.com/2342
https://www.coupang.com/np/categories/485953?page=4",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,기저귀,위생용품관리법 · 일회용 기저귀 기준·규격 및 품목제조보고 확인,2018년 4월 19일부터 어린이제품 KC 대상에서 삭제되어 위생용품 기준·규격과 품목제조보고로 관리,추가 확인 중,0~35개월 공식 연령 근거 추가 확인 필요,확인 필요,,,,,,https://www.safetykorea.kr/release/certificationsearch,,상품페이지 참고,,,,,MASTER-0151
348,MASTER-0152,턱받이,면 턱받이,네츄라오가닉,오가닉코튼 머슬린 끈턱받이,보류,미확인 ❓,현재 구매 가능,0개월 이상,공식 판매 페이지: 신생아,확인 필요,미확인,과거 누적 Master DB,2026-09-02,2026-09-02 구매 가능한 개별 판매 페이지와 연령 근거는 확인했으나 판매 페이지에서 동일 제품 KC 번호를 확인하지 못해 보류한다. https://naturaorganic.co.kr/product/list.html?cate_no=50,"https://naturaorganic.co.kr/product/list.html?cate_no=50
https://naturaorganic.co.kr/",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,면 턱받이,어린이제품 안전 특별법상 유아용 섬유제품 기준 확인,재질과 사용 형태에 따라 공급자적합성확인 등 적용 안전제도를 제품별 확인,추가 확인 중,판매 페이지 동일 제품 KC 번호 확인 필요,인증번호 확인 중,,,,,,https://www.safetykorea.kr/release/certificationsearch,,미확인,미확인,,,,MASTER-0152
349,MASTER-0153,위생·기저귀,물티슈,베베숲,캘리그라피 골드 캡형,보류,대한민국 🇰🇷,현재 구매 가능,확인 중,0~35개월 공식 연령 근거 없음,위생용품관리법 관리 대상,KC 번호 대신 위생용품 법정관리 정보 확인,과거 누적 Master DB,2026-09-02,2026-09-02 판매 페이지의 구매 가능 상태는 확인했으나 0~35개월 사용 근거를 확보하지 못해 보류한다. https://www.seoul.co.kr/news/newsView.php?id=20240213500069&wlog_tag3=naver,"https://www.seoul.co.kr/news/newsView.php?id=20240213500069&wlog_tag3=naver
https://www.bebesup.co.kr/goods/view?no=443
https://kidikidi.elandmall.co.kr/i/item?itemNo=2402002031&lowerVendNo=LV18011674
http://sicx.dothome.co.kr/%EB%B2%A0%EB%B2%A0%EC%88%B2-%EC%BA%98%EB%A6%AC%EA%B7%B8%EB%9D%BC%ED%94%BC-%EA%B3%A8%EB%93%9C-%EB%AC%BC%ED%8B%B0%EC%8A%88-%EC%BA%A1%ED%98%95-85%ED%8F%89%EB%9F%89-60%EB%A7%A4-10%ED%8C%A9-%EC%9D%B8/
https://www.segye.com/newsView/20240208510921
https://pusandate.com/1326
https://gmautoworld.co.kr/picks/43469/
https://bestgoodnice.mycafe24.com/%EB%B2%A0%EB%B2%A0%EC%88%B2-%ED%94%84%EB%A6%AC%EB%AF%B8%EC%96%B4-%EB%AC%BC%ED%8B%B0%EC%8A%88-%EC%BA%A1%ED%98%95-70g-70%EB%A7%A4-3%EA%B0%9C/
https://catchtrend.co.kr/%EB%B2%A0%EB%B2%A0%EC%88%B2-%EC%A0%80%EC%9E%90%EA%B7%B9-%EC%BA%A1%ED%98%95-%EC%95%84%EA%B8%B0%EB%AC%BC%ED%8B%B0%EC%8A%88-%EC%B6%94%EC%B2%9C-%EC%88%9C%EC%9C%84-%EB%B2%A0%EC%8A%A4%ED%8A%B8-30-2021/",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,물티슈,위생용품관리법 · 일회용 기저귀 기준·규격 및 품목제조보고 확인,2018년 4월 19일부터 어린이제품 KC 대상에서 삭제되어 위생용품 기준·규격과 품목제조보고로 관리,추가 확인 중,0~35개월 공식 연령 근거 추가 확인 필요,인증번호 확인 중,,,,,,https://www.safetykorea.kr/release/certificationsearch,,미확인,미확인,,,,MASTER-0153
350,MASTER-0154,위생·기저귀,물티슈,브라운,네이처 클래식 블루 캡형,보류,미확인 ❓,구매 기능 확인 불가,확인 중,과거 누적 공식 월령 재검증 필요,위생용품관리법 관리 대상,KC 번호 대신 위생용품 법정관리 정보 확인,과거 누적 Master DB,2026-09-02,2026-09-02 개별 판매 페이지에서 구매 기능 확인 불가 표식을 확인했으나 공식 판매 종료·단종 근거를 추가 검증할 때까지 보류한다. https://www.hellomarket.com/item/180274601,"https://www.hellomarket.com/item/180274601
https://coucha.co.kr/%eb%b8%8c%eb%9d%bc%ec%9a%b4-%ea%b0%80%ea%b2%a9-%ec%b6%94%ec%b2%9c%ec%a0%9c%ed%92%88-%ed%95%a0%ec%9d%b8%ec%a0%95%eb%b3%b4-top-10-%ec%a7%80%ea%b8%88-%eb%b0%94%eb%a1%9c-%ed%99%95%ec%9d%b8/
https://bizmark.co.kr/household-goods/%EB%B8%8C%EB%9D%BC%EC%9A%B4%EB%AC%BC%ED%8B%B0%EC%8A%88-%EC%84%B8%EC%9D%BC/
https://live.ecomm-data.com/report/labang/b9b739d994c185998624fe654c256867
https://a.artechnic.co.kr/7338
https://shoppingwiki.co.kr/%EB%B8%8C%EB%9D%BC%EC%9A%B4%EB%AC%BC%ED%8B%B0%EC%8A%88-%EC%B6%94%EC%B2%9C-%EC%88%9C%EC%9C%84-%EA%B0%80%EA%B2%A9%EB%B9%84%EA%B5%90-top-5-%EC%A0%9C%ED%92%88-%EC%84%A4%EB%AA%85-%EB%A6%AC%EB%B7%B0/
https://www.gomgage.com/%EB%B8%8C%EB%9D%BC%EC%9A%B4-%EB%AC%BC%ED%8B%B0%EC%8A%88-%EC%9D%B8%EA%B8%B0-%EC%88%9C%EC%9C%84-top-20/
https://newsmeta.kr/7379/
https://coucha.co.kr/%EB%B8%8C%EB%9D%BC%EC%9A%B4-%EA%B0%80%EA%B2%A9-%EC%B6%94%EC%B2%9C%EC%A0%9C%ED%92%88-%ED%95%A0%EC%9D%B8%EC%A0%95%EB%B3%B4-top-10-%EC%A7%80%EA%B8%88-%EB%B0%94%EB%A1%9C-%ED%99%95%EC%9D%B8/",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,물티슈,위생용품관리법 · 일회용 기저귀 기준·규격 및 품목제조보고 확인,2018년 4월 19일부터 어린이제품 KC 대상에서 삭제되어 위생용품 기준·규격과 품목제조보고로 관리,추가 확인 중,구매 기능 확인 불가 · 공식 근거 추가 확인 필요,인증번호 확인 중,,,,,,https://www.safetykorea.kr/release/certificationsearch,,미확인,미확인,,,,MASTER-0154
351,MASTER-0155,위생·기저귀,물티슈,페넬로페,볼리드 네이비 캡형,보류,미확인 ❓,이전 조사 기준 · 현재 판매 재검증 필요,확인 중,과거 누적 공식 월령 재검증 필요,위생용품관리법 관리 대상,KC 번호 대신 위생용품 법정관리 정보 확인,과거 누적 Master DB,2026-08-04,상위권·ING 엄격 재검증을 완료했으나 확정 판정에 필요한 동일 제품 직접 근거가 부족해 보류를 유지함.,"https://asda.co.kr/19273
https://blog.entinfo.net/%EC%87%BC%ED%95%91-%ED%8E%98%EB%84%AC%EB%A1%9C%ED%8E%98-%EB%B3%BC%EB%A6%AC%EB%93%9C-%EB%84%A4%EC%9D%B4%EB%B9%84-%EC%95%84%EA%B8%B0%EB%AC%BC%ED%8B%B0%EC%8A%88-%EC%BA%A1%ED%98%95-70%EB%A7%A4%EC%9E%85.html
https://newsmeta.kr/7621/
https://gazuang.mycafe24.com/%ED%8E%98%EB%84%AC%EB%A1%9C%ED%8E%98%EB%AC%BC%ED%8B%B0%EC%8A%88-4764/
https://a.artechnic.co.kr/7540
https://www.mk.co.kr/news/business/10661410",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,물티슈,위생용품관리법 · 일회용 기저귀 기준·규격 및 품목제조보고 확인,2018년 4월 19일부터 어린이제품 KC 대상에서 삭제되어 위생용품 기준·규격과 품목제조보고로 관리,추가 확인 중,엄격 근거 부족 · 추가 확인 중,인증번호 확인 중,,,,,,https://www.safetykorea.kr/release/certificationsearch,,미확인,미확인,,,,MASTER-0155
352,MASTER-0156,수유용품,빨대컵,그로미미,PPSU 빨대컵,보류,미확인 ❓,현재 구매 불가,확인 중,과거 누적 공식 월령 재검증 필요,KC 비대상,,과거 누적 Master DB,2026-09-02,2026-09-02 개별 판매 페이지에서 현재 구매 불가 표식을 확인했으나 공식 판매 종료·단종 근거를 추가 검증할 때까지 보류한다. https://kidikidi.elandmall.co.kr/i/item?itemNo=2306247360,"https://kidikidi.elandmall.co.kr/i/item?itemNo=2306247360
https://kr.pinterest.com/pin/ppsu--708824428847930576/
https://buyaimall.com/%EA%B7%B8%EB%A1%9C%EB%AF%B8%EB%AF%B8-%EC%B6%94%EB%B9%A8%EB%8C%80-%EC%B6%94%EC%B2%9C-%EA%B7%B8%EB%A1%9C%EB%AF%B8%EB%AF%B8-ppsu-%EB%B9%A8%EB%8C%80%EC%BB%B5%EC%B6%94%EB%8C%80%EB%A1%B1-%ED%8F%AC%ED%95%A8/
https://www.elandmall.co.kr/i/item?itemNo=2306247360&lowerVendNo=LV23037037",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,빨대컵,식품위생법상 기구·용기·포장 기준 우선 확인,식품과 직접 접촉하는 제품은 식품용 기구·용기·포장 기준을 우선 확인하고 완구 기능 등 별도 어린이제품 요건은 제품별 병행 확인,추가 확인 중,현재 구매 불가 · 공식 근거 추가 확인 필요,KC 비대상,,,,,,,,,,,,,MASTER-0156
353,MASTER-0157,수유용품,빨대컵,락앤락,피너츠 스누피 리틀럽 PPSU 빨대컵,보류,미확인 ❓,구매 기능 확인 불가,확인 중,과거 누적 조사 파일에서 복원 · 공식 월령 재검증 필요,KC 비대상,,과거 누적 Master DB,2026-09-02,2026-09-02 개별 판매 페이지에서 구매 기능 확인 불가 표식을 확인했으나 공식 판매 종료·단종 근거를 추가 검증할 때까지 보류한다. https://www.thebigdata.co.kr/view.php?ud=2025102409443429684aca46cea9_23,"https://www.thebigdata.co.kr/view.php?ud=2025102409443429684aca46cea9_23
https://www.insightkorea.co.kr/news/articleView.html?idxno=234123
https://www.insight.co.kr/news/525764
https://www.asiae.co.kr/article/2025102408574654186
https://www.ttlnews.com/news/articleView.html?idxno=3041317
https://www.econonews.co.kr/news/articleView.html?idxno=410817",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,빨대컵,식품위생법상 기구·용기·포장 기준 우선 확인,식품과 직접 접촉하는 제품은 식품용 기구·용기·포장 기준을 우선 확인하고 완구 기능 등 별도 어린이제품 요건은 제품별 병행 확인,추가 확인 중,구매 기능 확인 불가 · 공식 근거 추가 확인 필요,KC 비대상,,,,,,,,,,,,,MASTER-0157
354,MASTER-0158,수유용품,빨대컵,맘위즈,PPSU 빨대컵 200ml,보류,미확인 ❓,판매 종료·단종,공식 숫자 월령 미확인,정확 동일 제품의 공식 숫자 월령 근거 미확인,어린이제품 KC 비대상 · 식품 접촉 제품,,과거 누적 Master DB,2026-09-02,2026-09-02 개별 판매 페이지에서 판매 종료·단종 표식을 확인했으나 공식 판매 종료·단종 근거를 추가 검증할 때까지 보류한다. https://search.danawa.com/dsearch.php?query=PPSU+%EB%B9%A8%EB%8C%80%EC%A0%96%EB%B3%91+%EB%B9%A8%EB%8C%80%ED%98%95+200ml&_OC_=rdc_child&logger_kw=rdc_child,"https://search.danawa.com/dsearch.php?query=PPSU+%EB%B9%A8%EB%8C%80%EC%A0%96%EB%B3%91+%EB%B9%A8%EB%8C%80%ED%98%95+200ml&_OC_=rdc_child&logger_kw=rdc_child
https://prod.danawa.com/info/?pcode=20828714
https://www.coupang.com/vp/products/34495092?itemId=128756170&vendorItemId=3267388330",정확 과거 제품·제조사 확인 · 제조국·월령·현행 판매 추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류 | 2026-08-15 Codex ING 우선 재검증 · 근거 부족 제외 금지 · 제조국·월령·현행 판매 보류,빨대컵,식품위생법 · 식품용 기구 및 용기·포장,식품과 직접 접촉하는 제품은 식품용 기구·용기·포장 기준을 우선 확인하고 완구 기능 등 별도 어린이제품 요건은 제품별 병행 확인,추가 확인 중,판매 종료·단종 · 공식 근거 추가 확인 필요,KC 비대상,,,,,,,,,,,,,MASTER-0158
